gene_id,sample_id,mutation_type
Gene_0320,Patient_096,missense
Gene_0320,Patient_177,frameshift
Gene_0320,Patient_010,frameshift
Gene_0320,Patient_164,nonsense
Gene_0320,Patient_061,nonsense
Gene_0320,Patient_195,nonsense
Gene_0321,Patient_180,nonsense
Gene_0321,Patient_030,nonsense
Gene_0321,Patient_020,nonsense
Gene_0321,Patient_050,missense
Gene_0321,Patient_172,missense
Gene_0321,Patient_017,frameshift
Gene_0321,Patient_148,nonsense
Gene_0321,Patient_108,frameshift
Gene_0321,Patient_127,missense
Gene_0321,Patient_123,nonsense
Gene_0322,Patient_089,nonsense
Gene_0322,Patient_121,missense
Gene_0322,Patient_056,nonsense
Gene_0322,Patient_061,missense
Gene_0322,Patient_057,missense
Gene_0322,Patient_097,nonsense
Gene_0322,Patient_084,missense
Gene_0322,Patient_135,frameshift
Gene_0322,Patient_131,missense
Gene_0322,Patient_052,nonsense
Gene_0323,Patient_013,frameshift
Gene_0323,Patient_044,frameshift
Gene_0323,Patient_169,frameshift
Gene_0323,Patient_153,frameshift
Gene_0323,Patient_056,nonsense
Gene_0323,Patient_155,frameshift
Gene_0323,Patient_179,frameshift
Gene_0323,Patient_018,missense
Gene_0323,Patient_001,frameshift
Gene_0323,Patient_064,nonsense
Gene_0324,Patient_114,missense
Gene_0324,Patient_120,frameshift
Gene_0324,Patient_182,missense
Gene_0324,Patient_180,nonsense
Gene_0324,Patient_117,frameshift
Gene_0324,Patient_095,nonsense
Gene_0324,Patient_127,missense
Gene_0324,Patient_170,frameshift
Gene_0324,Patient_143,missense
Gene_0324,Patient_020,nonsense
Gene_0325,Patient_112,missense
Gene_0325,Patient_017,missense
Gene_0325,Patient_006,frameshift
Gene_0325,Patient_030,frameshift
Gene_0325,Patient_023,frameshift
Gene_0325,Patient_028,nonsense
Gene_0325,Patient_135,nonsense
Gene_0325,Patient_143,missense
Gene_0325,Patient_171,missense
Gene_0325,Patient_189,nonsense
Gene_0326,Patient_077,missense
Gene_0326,Patient_192,nonsense
Gene_0326,Patient_154,nonsense
Gene_0326,Patient_075,nonsense
Gene_0326,Patient_148,missense
Gene_0326,Patient_168,frameshift
Gene_0326,Patient_112,nonsense
Gene_0326,Patient_180,missense
Gene_0326,Patient_043,nonsense
Gene_0326,Patient_171,nonsense
Gene_0327,Patient_174,frameshift
Gene_0327,Patient_093,frameshift
Gene_0327,Patient_081,frameshift
Gene_0327,Patient_137,frameshift
Gene_0327,Patient_066,frameshift
Gene_0327,Patient_118,frameshift
Gene_0327,Patient_064,frameshift
Gene_0327,Patient_155,frameshift
Gene_0327,Patient_178,nonsense
Gene_0327,Patient_039,nonsense
Gene_0328,Patient_122,missense
Gene_0328,Patient_187,frameshift
Gene_0328,Patient_193,nonsense
Gene_0328,Patient_196,frameshift
Gene_0328,Patient_127,frameshift
Gene_0328,Patient_160,nonsense
Gene_0328,Patient_038,nonsense
Gene_0328,Patient_021,nonsense
Gene_0328,Patient_031,nonsense
Gene_0328,Patient_020,nonsense
Gene_0329,Patient_030,frameshift
Gene_0329,Patient_012,frameshift
Gene_0329,Patient_079,frameshift
Gene_0329,Patient_182,missense
Gene_0329,Patient_025,nonsense
Gene_0329,Patient_075,nonsense
Gene_0329,Patient_028,frameshift
Gene_0329,Patient_000,missense
Gene_0329,Patient_016,nonsense
Gene_0329,Patient_074,nonsense
Gene_0330,Patient_174,nonsense
Gene_0330,Patient_159,missense
Gene_0330,Patient_095,nonsense
Gene_0330,Patient_039,frameshift
Gene_0330,Patient_071,frameshift
Gene_0330,Patient_135,frameshift
Gene_0330,Patient_152,missense
Gene_0330,Patient_079,nonsense
Gene_0330,Patient_169,missense
Gene_0330,Patient_049,frameshift
Gene_0331,Patient_173,frameshift
Gene_0331,Patient_003,frameshift
Gene_0331,Patient_095,frameshift
Gene_0331,Patient_164,frameshift
Gene_0331,Patient_098,frameshift
Gene_0331,Patient_189,missense
Gene_0331,Patient_012,nonsense
Gene_0331,Patient_187,frameshift
Gene_0331,Patient_083,frameshift
Gene_0331,Patient_161,missense
Gene_0332,Patient_192,missense
Gene_0332,Patient_122,frameshift
Gene_0332,Patient_174,missense
Gene_0332,Patient_140,nonsense
Gene_0332,Patient_025,frameshift
Gene_0332,Patient_085,nonsense
Gene_0332,Patient_104,missense
Gene_0332,Patient_083,frameshift
Gene_0332,Patient_029,frameshift
Gene_0332,Patient_138,frameshift
Gene_0333,Patient_139,nonsense
Gene_0333,Patient_188,nonsense
Gene_0333,Patient_034,missense
Gene_0333,Patient_047,missense
Gene_0333,Patient_100,frameshift
Gene_0333,Patient_059,nonsense
Gene_0333,Patient_088,frameshift
Gene_0333,Patient_065,missense
Gene_0333,Patient_056,missense
Gene_0333,Patient_194,nonsense
Gene_0334,Patient_049,nonsense
Gene_0334,Patient_039,nonsense
Gene_0334,Patient_007,missense
Gene_0334,Patient_126,nonsense
Gene_0334,Patient_104,frameshift
Gene_0334,Patient_167,frameshift
Gene_0334,Patient_124,missense
Gene_0334,Patient_021,nonsense
Gene_0334,Patient_083,nonsense
Gene_0334,Patient_038,nonsense
Gene_0335,Patient_177,nonsense
Gene_0335,Patient_198,nonsense
Gene_0335,Patient_168,frameshift
Gene_0335,Patient_154,nonsense
Gene_0335,Patient_102,missense
Gene_0335,Patient_117,frameshift
Gene_0335,Patient_027,frameshift
Gene_0335,Patient_145,nonsense
Gene_0335,Patient_012,nonsense
Gene_0335,Patient_066,frameshift
Gene_0336,Patient_151,missense
Gene_0336,Patient_034,nonsense
Gene_0336,Patient_166,frameshift
Gene_0336,Patient_178,missense
Gene_0336,Patient_098,missense
Gene_0336,Patient_175,nonsense
Gene_0336,Patient_147,missense
Gene_0336,Patient_188,nonsense
Gene_0336,Patient_155,missense
Gene_0336,Patient_150,missense
Gene_0337,Patient_011,frameshift
Gene_0337,Patient_069,frameshift
Gene_0337,Patient_056,frameshift
Gene_0337,Patient_164,missense
Gene_0337,Patient_085,frameshift
Gene_0337,Patient_038,missense
Gene_0337,Patient_089,frameshift
Gene_0337,Patient_184,frameshift
Gene_0337,Patient_195,nonsense
Gene_0337,Patient_170,frameshift
Gene_0338,Patient_103,frameshift
Gene_0338,Patient_015,nonsense
Gene_0338,Patient_012,missense
Gene_0338,Patient_148,missense
Gene_0338,Patient_067,missense
Gene_0338,Patient_004,missense
Gene_0338,Patient_044,missense
Gene_0338,Patient_132,frameshift
Gene_0338,Patient_025,frameshift
Gene_0338,Patient_011,nonsense
Gene_0339,Patient_179,nonsense
Gene_0339,Patient_159,nonsense
Gene_0339,Patient_094,nonsense
Gene_0339,Patient_011,missense
Gene_0339,Patient_118,frameshift
Gene_0339,Patient_021,nonsense
Gene_0339,Patient_180,nonsense
Gene_0339,Patient_155,nonsense
Gene_0339,Patient_008,frameshift
Gene_0339,Patient_158,nonsense
Gene_0340,Patient_027,nonsense
Gene_0340,Patient_105,missense
Gene_0340,Patient_166,missense
Gene_0340,Patient_003,frameshift
Gene_0340,Patient_053,missense
Gene_0340,Patient_011,frameshift
Gene_0340,Patient_183,missense
Gene_0340,Patient_106,nonsense
Gene_0340,Patient_180,frameshift
Gene_0340,Patient_069,missense
Gene_0341,Patient_126,nonsense
Gene_0341,Patient_106,frameshift
Gene_0341,Patient_122,missense
Gene_0341,Patient_194,frameshift
Gene_0341,Patient_027,nonsense
Gene_0341,Patient_013,frameshift
Gene_0341,Patient_190,nonsense
Gene_0341,Patient_070,frameshift
Gene_0341,Patient_155,nonsense
Gene_0341,Patient_129,nonsense
Gene_0342,Patient_114,nonsense
Gene_0342,Patient_166,nonsense
Gene_0342,Patient_145,missense
Gene_0342,Patient_103,frameshift
Gene_0342,Patient_130,nonsense
Gene_0342,Patient_078,nonsense
Gene_0342,Patient_002,missense
Gene_0342,Patient_006,frameshift
Gene_0342,Patient_128,nonsense
Gene_0342,Patient_129,missense
Gene_0343,Patient_015,missense
Gene_0343,Patient_075,missense
Gene_0343,Patient_134,frameshift
Gene_0343,Patient_018,nonsense
Gene_0343,Patient_111,nonsense
Gene_0343,Patient_141,nonsense
Gene_0343,Patient_078,missense
Gene_0343,Patient_180,nonsense
Gene_0343,Patient_123,missense
Gene_0343,Patient_130,nonsense
Gene_0344,Patient_186,missense
Gene_0344,Patient_125,missense
Gene_0344,Patient_121,nonsense
Gene_0344,Patient_107,missense
Gene_0344,Patient_148,missense
Gene_0344,Patient_061,frameshift
Gene_0344,Patient_110,nonsense
Gene_0344,Patient_181,frameshift
Gene_0344,Patient_151,nonsense
Gene_0344,Patient_020,missense
Gene_0345,Patient_169,missense
Gene_0345,Patient_127,frameshift
Gene_0345,Patient_121,nonsense
Gene_0345,Patient_039,frameshift
Gene_0345,Patient_012,nonsense
Gene_0345,Patient_163,frameshift
Gene_0345,Patient_001,missense
Gene_0345,Patient_152,frameshift
Gene_0345,Patient_151,nonsense
Gene_0345,Patient_125,missense
Gene_0346,Patient_105,missense
Gene_0346,Patient_159,frameshift
Gene_0346,Patient_131,frameshift
Gene_0346,Patient_014,frameshift
Gene_0346,Patient_157,nonsense
Gene_0346,Patient_009,frameshift
Gene_0346,Patient_109,frameshift
Gene_0346,Patient_150,frameshift
Gene_0346,Patient_072,missense
Gene_0346,Patient_160,frameshift
Gene_0347,Patient_133,missense
Gene_0347,Patient_097,frameshift
Gene_0347,Patient_024,frameshift
Gene_0347,Patient_010,frameshift
Gene_0347,Patient_112,missense
Gene_0347,Patient_118,missense
Gene_0347,Patient_104,frameshift
Gene_0347,Patient_056,frameshift
Gene_0347,Patient_121,missense
Gene_0347,Patient_012,nonsense
Gene_0348,Patient_041,missense
Gene_0348,Patient_088,frameshift
Gene_0348,Patient_027,missense
Gene_0348,Patient_112,missense
Gene_0348,Patient_055,nonsense
Gene_0348,Patient_006,frameshift
Gene_0348,Patient_000,missense
Gene_0348,Patient_038,frameshift
Gene_0348,Patient_144,nonsense
Gene_0348,Patient_178,frameshift
Gene_0349,Patient_112,frameshift
Gene_0349,Patient_016,missense
Gene_0349,Patient_104,missense
Gene_0349,Patient_187,nonsense
Gene_0349,Patient_086,missense
Gene_0349,Patient_106,nonsense
Gene_0349,Patient_118,missense
Gene_0349,Patient_033,nonsense
Gene_0349,Patient_134,frameshift
Gene_0349,Patient_057,frameshift
Gene_0350,Patient_077,missense
Gene_0350,Patient_000,missense
Gene_0350,Patient_051,missense
Gene_0350,Patient_017,frameshift
Gene_0350,Patient_065,nonsense
Gene_0350,Patient_182,nonsense
Gene_0350,Patient_064,frameshift
Gene_0350,Patient_032,frameshift
Gene_0350,Patient_043,missense
Gene_0350,Patient_123,nonsense
Gene_0350,Patient_185,frameshift
Gene_0350,Patient_086,nonsense
Gene_0350,Patient_011,frameshift
Gene_0350,Patient_025,nonsense
Gene_0350,Patient_192,missense
Gene_0350,Patient_081,frameshift
Gene_0350,Patient_176,nonsense
Gene_0350,Patient_069,frameshift
Gene_0350,Patient_160,missense
Gene_0350,Patient_174,missense
Gene_0350,Patient_120,frameshift
Gene_0350,Patient_140,frameshift
Gene_0350,Patient_061,missense
Gene_0350,Patient_121,nonsense
Gene_0350,Patient_164,frameshift
Gene_0350,Patient_122,frameshift
Gene_0350,Patient_102,frameshift
Gene_0350,Patient_135,nonsense
Gene_0350,Patient_071,missense
Gene_0350,Patient_095,nonsense
Gene_0350,Patient_167,nonsense
Gene_0350,Patient_087,missense
Gene_0350,Patient_196,missense
Gene_0350,Patient_129,nonsense
Gene_0350,Patient_138,frameshift
Gene_0350,Patient_199,missense
Gene_0350,Patient_136,frameshift
Gene_0350,Patient_137,missense
Gene_0350,Patient_108,nonsense
Gene_0350,Patient_142,frameshift
Gene_0351,Patient_029,nonsense
Gene_0351,Patient_109,frameshift
Gene_0351,Patient_102,missense
Gene_0351,Patient_076,missense
Gene_0351,Patient_094,frameshift
Gene_0351,Patient_073,missense
Gene_0351,Patient_000,frameshift
Gene_0351,Patient_105,missense
Gene_0351,Patient_155,frameshift
Gene_0351,Patient_039,nonsense
Gene_0351,Patient_193,missense
Gene_0351,Patient_159,nonsense
Gene_0351,Patient_164,frameshift
Gene_0351,Patient_089,nonsense
Gene_0351,Patient_012,missense
Gene_0351,Patient_149,frameshift
Gene_0351,Patient_141,frameshift
Gene_0351,Patient_055,missense
Gene_0351,Patient_026,nonsense
Gene_0351,Patient_024,nonsense
Gene_0351,Patient_074,missense
Gene_0351,Patient_152,nonsense
Gene_0351,Patient_122,missense
Gene_0351,Patient_092,frameshift
Gene_0351,Patient_051,missense
Gene_0351,Patient_019,missense
Gene_0351,Patient_165,missense
Gene_0351,Patient_107,frameshift
Gene_0351,Patient_056,missense
Gene_0351,Patient_017,nonsense
Gene_0351,Patient_053,missense
Gene_0351,Patient_182,missense
Gene_0351,Patient_108,frameshift
Gene_0351,Patient_169,nonsense
Gene_0351,Patient_054,nonsense
Gene_0351,Patient_146,nonsense
Gene_0351,Patient_088,frameshift
Gene_0351,Patient_172,nonsense
Gene_0351,Patient_173,nonsense
Gene_0351,Patient_176,frameshift
Gene_0352,Patient_044,missense
Gene_0352,Patient_078,frameshift
Gene_0352,Patient_134,frameshift
Gene_0352,Patient_117,nonsense
Gene_0352,Patient_190,nonsense
Gene_0352,Patient_039,nonsense
Gene_0352,Patient_179,frameshift
Gene_0352,Patient_158,missense
Gene_0352,Patient_127,nonsense
Gene_0352,Patient_090,frameshift
Gene_0353,Patient_192,frameshift
Gene_0353,Patient_042,nonsense
Gene_0353,Patient_054,missense
Gene_0353,Patient_068,missense
Gene_0353,Patient_162,nonsense
Gene_0353,Patient_176,nonsense
Gene_0353,Patient_038,frameshift
Gene_0353,Patient_108,nonsense
Gene_0353,Patient_191,missense
Gene_0353,Patient_020,missense
Gene_0354,Patient_073,frameshift
Gene_0354,Patient_114,missense
Gene_0354,Patient_193,frameshift
Gene_0354,Patient_033,frameshift
Gene_0354,Patient_131,nonsense
Gene_0354,Patient_038,frameshift
Gene_0354,Patient_119,missense
Gene_0354,Patient_064,missense
Gene_0354,Patient_135,nonsense
Gene_0354,Patient_137,missense
Gene_0355,Patient_161,frameshift
Gene_0355,Patient_126,missense
Gene_0355,Patient_110,nonsense
Gene_0355,Patient_068,frameshift
Gene_0355,Patient_080,missense
Gene_0355,Patient_070,missense
Gene_0355,Patient_088,nonsense
Gene_0355,Patient_154,missense
Gene_0355,Patient_084,frameshift
Gene_0355,Patient_135,nonsense
Gene_0356,Patient_005,nonsense
Gene_0356,Patient_100,nonsense
Gene_0356,Patient_175,frameshift
Gene_0356,Patient_001,nonsense
Gene_0356,Patient_110,nonsense
Gene_0356,Patient_018,missense
Gene_0356,Patient_066,missense
Gene_0356,Patient_113,missense
Gene_0356,Patient_016,frameshift
Gene_0356,Patient_131,missense
Gene_0356,Patient_070,nonsense
Gene_0356,Patient_032,frameshift
Gene_0356,Patient_019,missense
Gene_0356,Patient_089,frameshift
Gene_0356,Patient_026,missense
Gene_0356,Patient_068,frameshift
Gene_0356,Patient_064,frameshift
Gene_0356,Patient_065,frameshift
Gene_0356,Patient_129,missense
Gene_0356,Patient_084,missense
Gene_0356,Patient_057,frameshift
Gene_0356,Patient_105,frameshift
Gene_0356,Patient_137,nonsense
Gene_0356,Patient_101,frameshift
Gene_0356,Patient_183,frameshift
Gene_0356,Patient_049,nonsense
Gene_0356,Patient_122,missense
Gene_0356,Patient_061,frameshift
Gene_0356,Patient_038,missense
Gene_0356,Patient_106,nonsense
Gene_0356,Patient_069,frameshift
Gene_0356,Patient_119,nonsense
Gene_0356,Patient_141,nonsense
Gene_0356,Patient_181,nonsense
Gene_0356,Patient_173,nonsense
Gene_0356,Patient_029,missense
Gene_0356,Patient_148,missense
Gene_0356,Patient_195,frameshift
Gene_0356,Patient_152,nonsense
Gene_0356,Patient_103,nonsense
Gene_0357,Patient_112,missense
Gene_0357,Patient_041,frameshift
Gene_0357,Patient_028,frameshift
Gene_0357,Patient_130,missense
Gene_0357,Patient_159,nonsense
Gene_0357,Patient_036,nonsense
Gene_0357,Patient_160,frameshift
Gene_0357,Patient_131,frameshift
Gene_0357,Patient_163,frameshift
Gene_0357,Patient_165,nonsense
Gene_0358,Patient_164,nonsense
Gene_0358,Patient_162,missense
Gene_0358,Patient_153,nonsense
Gene_0358,Patient_013,nonsense
Gene_0358,Patient_025,nonsense
Gene_0358,Patient_051,frameshift
Gene_0358,Patient_113,frameshift
Gene_0358,Patient_199,missense
Gene_0358,Patient_065,nonsense
Gene_0358,Patient_107,missense
Gene_0359,Patient_133,frameshift
Gene_0359,Patient_164,frameshift
Gene_0359,Patient_058,frameshift
Gene_0359,Patient_056,nonsense
Gene_0359,Patient_082,frameshift
Gene_0359,Patient_108,frameshift
Gene_0359,Patient_190,frameshift
Gene_0359,Patient_178,nonsense
Gene_0359,Patient_026,frameshift
Gene_0359,Patient_193,frameshift
Gene_0360,Patient_071,frameshift
Gene_0360,Patient_094,frameshift
Gene_0360,Patient_154,nonsense
Gene_0360,Patient_142,missense
Gene_0360,Patient_069,nonsense
Gene_0360,Patient_074,missense
Gene_0360,Patient_009,frameshift
Gene_0360,Patient_193,nonsense
Gene_0360,Patient_020,frameshift
Gene_0360,Patient_011,missense
Gene_0361,Patient_143,nonsense
Gene_0361,Patient_075,frameshift
Gene_0361,Patient_107,frameshift
Gene_0361,Patient_161,missense
Gene_0361,Patient_019,nonsense
Gene_0361,Patient_124,missense
Gene_0361,Patient_174,missense
Gene_0361,Patient_098,nonsense
Gene_0361,Patient_177,nonsense
Gene_0361,Patient_157,missense
Gene_0361,Patient_198,missense
Gene_0361,Patient_144,frameshift
Gene_0361,Patient_152,frameshift
Gene_0361,Patient_036,nonsense
Gene_0361,Patient_097,missense
Gene_0361,Patient_111,nonsense
Gene_0361,Patient_043,missense
Gene_0361,Patient_067,nonsense
Gene_0361,Patient_051,frameshift
Gene_0361,Patient_191,nonsense
Gene_0361,Patient_061,frameshift
Gene_0361,Patient_030,frameshift
Gene_0361,Patient_066,nonsense
Gene_0361,Patient_094,nonsense
Gene_0361,Patient_186,missense
Gene_0361,Patient_158,frameshift
Gene_0361,Patient_079,frameshift
Gene_0361,Patient_117,frameshift
Gene_0361,Patient_082,missense
Gene_0361,Patient_018,missense
Gene_0361,Patient_146,nonsense
Gene_0361,Patient_109,nonsense
Gene_0361,Patient_120,nonsense
Gene_0361,Patient_180,missense
Gene_0361,Patient_132,missense
Gene_0361,Patient_034,nonsense
Gene_0361,Patient_088,missense
Gene_0361,Patient_115,missense
Gene_0361,Patient_083,nonsense
Gene_0361,Patient_009,frameshift
Gene_0362,Patient_026,frameshift
Gene_0362,Patient_072,frameshift
Gene_0362,Patient_081,frameshift
Gene_0362,Patient_009,nonsense
Gene_0362,Patient_114,nonsense
Gene_0362,Patient_070,nonsense
Gene_0362,Patient_162,frameshift
Gene_0362,Patient_043,nonsense
Gene_0362,Patient_176,nonsense
Gene_0362,Patient_148,frameshift
Gene_0363,Patient_011,frameshift
Gene_0363,Patient_060,missense
Gene_0363,Patient_125,nonsense
Gene_0363,Patient_107,missense
Gene_0363,Patient_004,missense
Gene_0363,Patient_135,nonsense
Gene_0363,Patient_088,missense
Gene_0363,Patient_055,missense
Gene_0363,Patient_024,nonsense
Gene_0363,Patient_045,nonsense
Gene_0364,Patient_172,nonsense
Gene_0364,Patient_175,nonsense
Gene_0364,Patient_104,missense
Gene_0364,Patient_112,frameshift
Gene_0364,Patient_059,frameshift
Gene_0364,Patient_065,frameshift
Gene_0364,Patient_199,missense
Gene_0364,Patient_046,frameshift
Gene_0364,Patient_074,nonsense
Gene_0364,Patient_079,missense
Gene_0365,Patient_176,frameshift
Gene_0365,Patient_165,frameshift
Gene_0365,Patient_100,frameshift
Gene_0365,Patient_109,nonsense
Gene_0365,Patient_186,frameshift
Gene_0365,Patient_197,nonsense
Gene_0365,Patient_083,missense
Gene_0365,Patient_065,nonsense
Gene_0365,Patient_182,nonsense
Gene_0365,Patient_081,missense
Gene_0366,Patient_171,frameshift
Gene_0366,Patient_092,frameshift
Gene_0366,Patient_062,nonsense
Gene_0366,Patient_146,frameshift
Gene_0366,Patient_035,nonsense
Gene_0366,Patient_163,nonsense
Gene_0366,Patient_067,missense
Gene_0366,Patient_020,nonsense
Gene_0366,Patient_170,nonsense
Gene_0366,Patient_022,frameshift
Gene_0367,Patient_126,nonsense
Gene_0367,Patient_052,frameshift
Gene_0367,Patient_174,nonsense
Gene_0367,Patient_070,frameshift
Gene_0367,Patient_035,nonsense
Gene_0367,Patient_107,missense
Gene_0367,Patient_054,frameshift
Gene_0367,Patient_153,frameshift
Gene_0367,Patient_121,frameshift
Gene_0367,Patient_137,nonsense
Gene_0368,Patient_010,frameshift
Gene_0368,Patient_051,nonsense
Gene_0368,Patient_137,nonsense
Gene_0368,Patient_024,frameshift
Gene_0368,Patient_127,frameshift
Gene_0368,Patient_176,missense
Gene_0368,Patient_001,frameshift
Gene_0368,Patient_032,frameshift
Gene_0368,Patient_141,missense
Gene_0368,Patient_104,nonsense
Gene_0368,Patient_193,nonsense
Gene_0368,Patient_070,missense
Gene_0368,Patient_171,frameshift
Gene_0368,Patient_062,frameshift
Gene_0368,Patient_122,nonsense
Gene_0368,Patient_092,nonsense
Gene_0368,Patient_050,missense
Gene_0368,Patient_169,nonsense
